State,FIPS,Year,Total_population
CO,08075,1991,17594
CO,08075,1992,17792
CO,08075,1993,18110
CO,08075,1994,18521
CO,08075,1995,19045
CO,08075,1996,19491
CO,08075,1997,19803
CO,08075,1998,19843
CO,08075,1999,20076
CO,08075,2000,20699
CO,08075,2001,21459
CO,08075,2002,21548
CO,08075,2003,21825
CO,08075,2004,21795
CO,08075,2005,21694
CO,08075,2006,21911
CO,08075,2007,22163
CO,08075,2008,22128
CO,08075,2009,22451
CO,08075,2010,22749
CO,08075,2011,22577
CO,08075,2012,22360
CO,08075,2013,22182
CO,08075,2014,22446
CO,08075,2015,22484
CO,08075,2016,22427
CO,08075,2017,22314
CO,08075,2018,22286
CO,08075,2019,22409
CO,08075,2020,21974
CO,08077,1990,93757
CO,08077,1991,96348
CO,08077,1992,97977
CO,08077,1993,100579
CO,08077,1994,103373
CO,08077,1995,105968
CO,08077,1996,108131
CO,08077,1997,110566
CO,08077,1998,112686
CO,08077,1999,114827
CO,08077,2000,117631
CO,08077,2001,119496
CO,08077,2002,122440
CO,08077,2003,124994
CO,08077,2004,127678
CO,08077,2005,130194
CO,08077,2006,134665
CO,08077,2007,139434
CO,08077,2008,143155
CO,08077,2009,147851
CO,08077,2010,146266
CO,08077,2011,147205
CO,08077,2012,147360
CO,08077,2013,147249
CO,08077,2014,147215
CO,08077,2015,148159
CO,08077,2016,149882
CO,08077,2017,151435
CO,08077,2018,153339
CO,08077,2019,154552
CO,08077,2020,155603
CO,08079,1990,554
CO,08079,1991,574
CO,08079,1992,588
CO,08079,1993,597
CO,08079,1994,646
CO,08079,1995,683
CO,08079,1996,720
CO,08079,1997,724
CO,08079,1998,769
CO,08079,1999,802
CO,08079,2000,832
CO,08079,2001,796
CO,08079,2002,812
CO,08079,2003,828
CO,08079,2004,848
CO,08079,2005,814
CO,08079,2006,789
CO,08079,2007,807
CO,08079,2008,774
CO,08079,2009,732
CO,08079,2010,704
CO,08079,2011,711
CO,08079,2012,719
CO,08079,2013,732
CO,08079,2014,703
CO,08079,2015,742
CO,08079,2016,756
CO,08079,2017,753
CO,08079,2018,774
CO,08079,2019,756
CO,08079,2020,773
CO,08081,1990,11408
CO,08081,1991,11518
CO,08081,1992,11656
CO,08081,1993,11845
CO,08081,1994,12091
CO,08081,1995,12222
CO,08081,1996,12343
CO,08081,1997,12651
CO,08081,1998,12956
CO,08081,1999,13178
CO,08081,2000,13147
CO,08081,2001,13065
CO,08081,2002,13193
CO,08081,2003,13106
CO,08081,2004,13175
CO,08081,2005,12956
CO,08081,2006,13115
CO,08081,2007,13348
CO,08081,2008,13585
CO,08081,2009,13728
CO,08081,2010,13795
CO,08081,2011,13424
CO,08081,2012,13172
CO,08081,2013,13129
CO,08081,2014,12941
CO,08081,2015,12946
CO,08081,2016,13155
CO,08081,2017,13095
CO,08081,2018,13148
CO,08081,2019,13209
CO,08081,2020,13144
CO,08083,1990,18732
CO,08083,1991,19104
CO,08083,1992,19728
CO,08083,1993,20443
CO,08083,1994,21255
CO,08083,1995,22035
CO,08083,1996,22588
CO,08083,1997,22989
CO,08083,1998,23210
CO,08083,1999,23601
CO,08083,2000,23847
CO,08083,2001,23692
CO,08083,2002,23935
CO,08083,2003,24255
CO,08083,2004,24456
CO,08083,2005,24514
CO,08083,2006,24968
CO,08083,2007,25157
CO,08083,2008,25222
CO,08083,2009,25507
CO,08083,2010,25576
CO,08083,2011,25489
CO,08083,2012,25497
CO,08083,2013,25575
CO,08083,2014,25551
CO,08083,2015,25763
CO,08083,2016,26063
CO,08083,2017,26187
CO,08083,2018,26303
CO,08083,2019,26369
CO,08083,2020,26408
CO,08085,1990,24507
CO,08085,1991,25211
CO,08085,1992,25847
CO,08085,1993,27016
CO,08085,1994,28263
CO,08085,1995,29609
CO,08085,1996,30540
CO,08085,1997,31460
CO,08085,1998,32201
CO,08085,1999,32907
CO,08085,2000,33599
CO,08085,2001,34361
CO,08085,2002,35154
CO,08085,2003,35767
CO,08085,2004,36310
CO,08085,2005,37227
CO,08085,2006,38282
CO,08085,2007,39673
CO,08085,2008,40658
CO,08085,2009,41535
CO,08085,2010,41182
CO,08085,2011,40980
CO,08085,2012,40675
CO,08085,2013,40584
CO,08085,2014,40622
CO,08085,2015,40609
CO,08085,2016,41183
CO,08085,2017,41795
CO,08085,2018,42309
CO,08085,2019,42791
CO,08085,2020,43322
CO,08087,1990,21962
CO,08087,1991,22619
CO,08087,1992,23204
CO,08087,1993,23566
CO,08087,1994,24290
CO,08087,1995,24886
CO,08087,1996,25544
CO,08087,1997,26167
CO,08087,1998,26334
CO,08087,1999,26796
CO,08087,2000,27257
CO,08087,2001,27307
CO,08087,2002,27556
CO,08087,2003,27736
CO,08087,2004,27736
CO,08087,2005,27727
CO,08087,2006,27816
CO,08087,2007,27745
CO,08087,2008,27701
CO,08087,2009,28099
CO,08087,2010,28243
CO,08087,2011,28450
CO,08087,2012,28243
CO,08087,2013,28217
CO,08087,2014,28098
CO,08087,2015,28245
CO,08087,2016,28178
CO,08087,2017,28275
CO,08087,2018,28754
CO,08087,2019,28938
CO,08087,2020,28941
CO,08089,1990,20118
CO,08089,1991,20126
CO,08089,1992,20053
CO,08089,1993,20301
CO,08089,1994,20408
CO,08089,1995,20695
CO,08089,1996,20694
CO,08089,1997,20777
CO,08089,1998,20556
CO,08089,1999,20502
CO,08089,2000,20242
CO,08089,2001,20012
CO,08089,2002,19688
CO,08089,2003,19585
CO,08089,2004,19436
CO,08089,2005,19247
CO,08089,2006,19042
CO,08089,2007,18783
CO,08089,2008,18726
CO,08089,2009,18743
CO,08089,2010,18857
CO,08089,2011,18837
CO,08089,2012,18631
CO,08089,2013,18449
CO,08089,2014,18334
CO,08089,2015,18182
CO,08089,2016,18279
CO,08089,2017,18344
CO,08089,2018,18354
CO,08089,2019,18243
CO,08089,2020,18201
CO,08091,1990,2309
CO,08091,1991,2438
CO,08091,1992,2508
CO,08091,1993,2718
CO,08091,1994,2926
CO,08091,1995,3129
CO,08091,1996,3226
CO,08091,1997,3323
CO,08091,1998,3470
CO,08091,1999,3622
CO,08091,2000,3775
CO,08091,2001,3787
CO,08091,2002,3872
CO,08091,2003,3880
CO,08091,2004,4003
CO,08091,2005,4055
CO,08091,2006,4090
CO,08091,2007,4250
CO,08091,2008,4405
CO,08091,2009,4395
CO,08091,2010,4457
CO,08091,2011,4424
CO,08091,2012,4508
CO,08091,2013,4554
CO,08091,2014,4576
CO,08091,2015,4611
CO,08091,2016,4794
CO,08091,2017,4815
CO,08091,2018,4834
CO,08091,2019,5005
CO,08091,2020,5001
CO,08093,1990,7215
CO,08093,1991,7655
CO,08093,1992,7979
CO,08093,1993,8418
CO,08093,1994,9384
CO,08093,1995,10452
CO,08093,1996,11518
CO,08093,1997,12437
CO,08093,1998,13154
CO,08093,1999,13987
CO,08093,2000,14670
CO,08093,2001,15255
CO,08093,2002,15760
CO,08093,2003,16024
CO,08093,2004,16130
CO,08093,2005,16204
CO,08093,2006,16230
CO,08093,2007,16445
CO,08093,2008,16394
CO,08093,2009,16098
CO,08093,2010,16278
CO,08093,2011,16060
CO,08093,2012,16052
CO,08093,2013,16190
CO,08093,2014,16392
CO,08093,2015,16739
CO,08093,2016,17372
CO,08093,2017,17935
CO,08093,2018,18583
CO,08093,2019,18881
CO,08093,2020,18955
CO,08095,1990,4199
CO,08095,1991,4206
CO,08095,1992,4205
CO,08095,1993,4289
CO,08095,1994,4330
CO,08095,1995,4465
CO,08095,1996,4516
CO,08095,1997,4523
CO,08095,1998,4545
CO,08095,1999,4521
CO,08095,2000,4455
CO,08095,2001,4456
CO,08095,2002,4497
CO,08095,2003,4415
CO,08095,2004,4475
CO,08095,2005,4467
CO,08095,2006,4414
CO,08095,2007,4378
CO,08095,2008,4349
CO,08095,2009,4359
CO,08095,2010,4471
CO,08095,2011,4402
CO,08095,2012,4417
CO,08095,2013,4384
CO,08095,2014,4394
CO,08095,2015,4328
CO,08095,2016,4307
CO,08095,2017,4339
CO,08095,2018,4343
CO,08095,2019,4359
CO,08095,2020,4367
CO,08097,1990,12758
CO,08097,1991,12877
CO,08097,1992,13230
CO,08097,1993,13896
CO,08097,1994,14339
CO,08097,1995,14603
CO,08097,1996,14519
CO,08097,1997,14920
CO,08097,1998,14886
CO,08097,1999,15081
CO,08097,2000,14817
CO,08097,2001,15013
CO,08097,2002,15098
CO,08097,2003,15217
CO,08097,2004,15220
CO,08097,2005,15399
CO,08097,2006,15504
CO,08097,2007,15814
CO,08097,2008,16454
CO,08097,2009,17008
CO,08097,2010,17156
CO,08097,2011,17177
CO,08097,2012,17303
CO,08097,2013,17474
CO,08097,2014,17730
CO,08097,2015,17962
CO,08097,2016,18009
CO,08097,2017,18027
CO,08097,2018,18066
CO,08097,2019,17902
CO,08097,2020,17894
CO,08099,1990,13338
CO,08099,1991,13349
CO,08099,1992,13316
CO,08099,1993,13450
CO,08099,1994,13851
CO,08099,1995,13948
CO,08099,1996,14046
CO,08099,1997,14237
CO,08099,1998,14355
CO,08099,1999,14520
CO,08099,2000,14431
CO,08099,2001,14182
CO,08099,2002,14057
CO,08099,2003,13853
CO,08099,2004,13613
CO,08099,2005,13480
CO,08099,2006,13130
CO,08099,2007,12736
CO,08099,2008,12663
CO,08099,2009,12593
CO,08099,2010,12546
CO,08099,2011,12500
CO,08099,2012,12422
CO,08099,2013,12319
CO,08099,2014,12064
CO,08099,2015,11937
CO,08099,2016,11937
CO,08099,2017,11990
CO,08099,2018,12038
CO,08099,2019,12106
CO,08099,2020,12106
CO,08101,1990,123134
CO,08101,1991,123447
CO,08101,1992,124387
CO,08101,1993,126644
CO,08101,1994,128787
CO,08101,1995,130865
CO,08101,1996,132686
CO,08101,1997,134792
CO,08101,1998,137690
CO,08101,1999,140184
CO,08101,2000,141800
CO,08101,2001,144014
CO,08101,2002,146537
CO,08101,2003,147907
CO,08101,2004,148654
CO,08101,2005,149825
CO,08101,2006,152026
CO,08101,2007,155121
CO,08101,2008,156748
CO,08101,2009,157846
CO,08101,2010,159401
CO,08101,2011,160208
CO,08101,2012,160763
CO,08101,2013,161096
CO,08101,2014,161434
CO,08101,2015,163101
CO,08101,2016,164883
CO,08101,2017,166370
CO,08101,2018,167574
CO,08101,2019,168409
CO,08101,2020,169823
CO,08103,1990,6011
CO,08103,1991,6134
CO,08103,1992,6176
CO,08103,1993,6237
CO,08103,1994,6336
CO,08103,1995,6380
CO,08103,1996,6263
CO,08103,1997,6199
CO,08103,1998,6132
CO,08103,1999,6022
CO,08103,2000,5986
CO,08103,2001,5868
CO,08103,2002,5951
CO,08103,2003,5923
CO,08103,2004,6007
CO,08103,2005,5945
CO,08103,2006,6176
CO,08103,2007,6373
CO,08103,2008,6522
CO,08103,2009,6779
CO,08103,2010,6623
CO,08103,2011,6751
CO,08103,2012,6763
CO,08103,2013,6699
CO,08103,2014,6604
CO,08103,2015,6487
CO,08103,2016,6443
CO,08103,2017,6362
CO,08103,2018,6347
CO,08103,2019,6350
CO,08103,2020,6342
CO,08105,1990,10764
CO,08105,1991,10814
CO,08105,1992,10831
CO,08105,1993,10954
CO,08105,1994,11267
CO,08105,1995,11606
CO,08105,1996,11791
CO,08105,1997,11990
CO,08105,1998,12163
CO,08105,1999,12258
CO,08105,2000,12445
CO,08105,2001,12213
CO,08105,2002,12224
CO,08105,2003,12296
CO,08105,2004,12328
CO,08105,2005,12208
CO,08105,2006,12033
CO,08105,2007,11852
CO,08105,2008,11860
CO,08105,2009,11872
CO,08105,2010,12022
CO,08105,2011,11914
CO,08105,2012,11867
CO,08105,2013,11674
CO,08105,2014,11505
CO,08105,2015,11355
CO,08105,2016,11354
CO,08105,2017,11300
CO,08105,2018,11274
CO,08105,2019,11277
CO,08105,2020,11296
CO,08107,1990,14239
CO,08107,1991,14807
CO,08107,1992,15314
CO,08107,1993,15989
CO,08107,1994,16678
CO,08107,1995,17295
CO,08107,1996,17831
CO,08107,1997,18313
CO,08107,1998,18653
CO,08107,1999,19237
CO,08107,2000,19815
CO,08107,2001,20210
CO,08107,2002,20469
CO,08107,2003,20893
CO,08107,2004,21162
CO,08107,2005,21398
CO,08107,2006,21859
CO,08107,2007,22491
CO,08107,2008,23135
CO,08107,2009,23688
CO,08107,2010,23434
CO,08107,2011,23256
CO,08107,2012,23283
CO,08107,2013,23610
CO,08107,2014,24085
CO,08107,2015,24388
CO,08107,2016,24737
CO,08107,2017,25220
CO,08107,2018,25489
CO,08107,2019,25579
CO,08107,2020,25560
CO,08109,1990,4632
CO,08109,1991,4690
CO,08109,1992,4693
CO,08109,1993,4706
CO,08109,1994,4898
CO,08109,1995,5201
CO,08109,1996,5413
CO,08109,1997,5543
CO,08109,1998,5613
CO,08109,1999,5706
CO,08109,2000,5939
CO,08109,2001,6024
CO,08109,2002,6209
CO,08109,2003,6262
CO,08109,2004,6365
CO,08109,2005,6296
CO,08109,2006,6223
CO,08109,2007,6148
CO,08109,2008,6179
CO,08109,2009,6134
CO,08109,2010,6135
CO,08109,2011,6187
CO,08109,2012,6331
CO,08109,2013,6240
CO,08109,2014,6195
CO,08109,2015,6250
CO,08109,2016,6413
CO,08109,2017,6632
CO,08109,2018,6837
CO,08109,2019,6829
CO,08109,2020,6938
CO,08111,1990,749
CO,08111,1991,705
CO,08111,1992,588
CO,08111,1993,587
CO,08111,1994,554
CO,08111,1995,565
CO,08111,1996,576
CO,08111,1997,555
CO,08111,1998,543
CO,08111,1999,549
CO,08111,2000,562
CO,08111,2001,581
CO,08111,2002,594
CO,08111,2003,610
CO,08111,2004,631
CO,08111,2005,627
CO,08111,2006,649
CO,08111,2007,661
CO,08111,2008,670
CO,08111,2009,657
CO,08111,2010,708
CO,08111,2011,690
CO,08111,2012,692
CO,08111,2013,692
CO,08111,2014,712
CO,08111,2015,690
CO,08111,2016,691
CO,08111,2017,713
CO,08111,2018,760
CO,08111,2019,723
CO,08111,2020,748
CO,08113,1990,3741
CO,08113,1991,4108
CO,08113,1992,4440
CO,08113,1993,4841
CO,08113,1994,5171
CO,08113,1995,5419
CO,08113,1996,5776
CO,08113,1997,5991
CO,08113,1998,6256
CO,08113,1999,6396
CO,08113,2000,6609
CO,08113,2001,6858
CO,08113,2002,7111
CO,08113,2003,7062
CO,08113,2004,7038
CO,08113,2005,7097
CO,08113,2006,7071
CO,08113,2007,7322
CO,08113,2008,7366
CO,08113,2009,7379
CO,08113,2010,7358
CO,08113,2011,7491
CO,08113,2012,7588
CO,08113,2013,7632
CO,08113,2014,7751
CO,08113,2015,7850
CO,08113,2016,8032
CO,08113,2017,8049
CO,08113,2018,8195
CO,08113,2019,8169
CO,08113,2020,8105
CO,08115,1990,2678
CO,08115,1991,2692
CO,08115,1992,2674
CO,08115,1993,2684
CO,08115,1994,2688
CO,08115,1995,2683
CO,08115,1996,2743
CO,08115,1997,2696
CO,08115,1998,2663
CO,08115,1999,2711
CO,08115,2000,2746
CO,08115,2001,2661
CO,08115,2002,2694
CO,08115,2003,2652
CO,08115,2004,2551
CO,08115,2005,2522
CO,08115,2006,2474
CO,08115,2007,2400
CO,08115,2008,2421
CO,08115,2009,2392
CO,08115,2010,2371
CO,08115,2011,2371
CO,08115,2012,2377
CO,08115,2013,2338
CO,08115,2014,2332
CO,08115,2015,2373
CO,08115,2016,2399
CO,08115,2017,2314
CO,08115,2018,2284
CO,08115,2019,2274
CO,08115,2020,2260
CO,08117,1990,13124
CO,08117,1991,13962
CO,08117,1992,15025
CO,08117,1993,16169
CO,08117,1994,17490
CO,08117,1995,18873
CO,08117,1996,19900
CO,08117,1997,20976
CO,08117,1998,21702
CO,08117,1999,23069
CO,08117,2000,23700
CO,08117,2001,24716
CO,08117,2002,25006
CO,08117,2003,25408
CO,08117,2004,25313
CO,08117,2005,25487
CO,08117,2006,26019
CO,08117,2007,26603
CO,08117,2008,27144
CO,08117,2009,27678
CO,08117,2010,28075
CO,08117,2011,28048
CO,08117,2012,28307
CO,08117,2013,28741
CO,08117,2014,29333
CO,08117,2015,30064
CO,08117,2016,30573
CO,08117,2017,30848
CO,08117,2018,30771
CO,08117,2019,30851
CO,08117,2020,30631
CO,08119,1990,12526
CO,08119,1991,12808
CO,08119,1992,13624
CO,08119,1993,14750
CO,08119,1994,15815
CO,08119,1995,17112
CO,08119,1996,18162
CO,08119,1997,19173
CO,08119,1998,19737
CO,08119,1999,20294
CO,08119,2000,20655
CO,08119,2001,21193
CO,08119,2002,21543
CO,08119,2003,21682
CO,08119,2004,21678
CO,08119,2005,21978
CO,08119,2006,22281
CO,08119,2007,22707
CO,08119,2008,22725
CO,08119,2009,22937
CO,08119,2010,23474
CO,08119,2011,23378
CO,08119,2012,23456
CO,08119,2013,23372
CO,08119,2014,23458
CO,08119,2015,23421
CO,08119,2016,24098
CO,08119,2017,24713
CO,08119,2018,25158
CO,08119,2019,25408
CO,08119,2020,25529
CO,08121,1990,4784
CO,08121,1991,4813
CO,08121,1992,4728
CO,08121,1993,4848
CO,08121,1994,4906
CO,08121,1995,5013
CO,08121,1996,5036
CO,08121,1997,5019
CO,08121,1998,5034
CO,08121,1999,4862
CO,08121,2000,4939
CO,08121,2001,4874
CO,08121,2002,5035
CO,08121,2003,5028
CO,08121,2004,4923
CO,08121,2005,4912
CO,08121,2006,4907
CO,08121,2007,4883
CO,08121,2008,4792
CO,08121,2009,4800
CO,08121,2010,4808
CO,08121,2011,4750
CO,08121,2012,4689
CO,08121,2013,4731
CO,08121,2014,4720
CO,08121,2015,4775
CO,08121,2016,4824
CO,08121,2017,4909
CO,08121,2018,4861
CO,08121,2019,4869
CO,08121,2020,4875
CO,08123,2002,202234
CO,08123,2003,208858
CO,08123,2004,215322
CO,08123,2005,222879
CO,08123,2006,230703
CO,08123,2007,237692
CO,08123,2008,243442
CO,08123,2009,248193
CO,08123,2010,254224
CO,08123,2011,258867
CO,08123,2012,264025
CO,08123,2013,270105
CO,08123,2014,277480
CO,08123,2015,286493
CO,08123,2016,296330
CO,08123,2017,306571
CO,08123,2018,315360
CO,08123,2019,324703
CO,08123,2020,333983
CO,08125,1990,8929
CO,08125,1991,8998
CO,08125,1992,9072
CO,08125,1993,9126
CO,08125,1994,9231
CO,08125,1995,9403
CO,08125,1996,9490
CO,08125,1997,9637
CO,08125,1998,9756
CO,08125,1999,9807
CO,08125,2000,9823
CO,08125,2001,9822
CO,08125,2002,9762
CO,08125,2003,9923
CO,08125,2004,9791
CO,08125,2005,9765
CO,08125,2006,9784
CO,08125,2007,9788
CO,08125,2008,9843
CO,08125,2009,10022
CO,08125,2010,10054
CO,08125,2011,10138
CO,08125,2012,10107
CO,08125,2013,10139
CO,08125,2014,10191
CO,08125,2015,10044
CO,08125,2016,10057
CO,08125,2017,9976
CO,08125,2018,9964
CO,08125,2019,10020
CO,08125,2020,10047
CO,08911,1990,266629
CO,08911,1991,274311
CO,08911,1992,284362
CO,08911,1993,293995
CO,08911,1994,302197
CO,08911,1995,313439
CO,08911,1996,323218
CO,08911,1997,332462
CO,08911,1998,343094
CO,08911,1999,354146
CO,08911,2000,366963
CO,08911,2001,376238
CO,08912,1990,226374
CO,08912,1991,232846
CO,08912,1992,240430
CO,08912,1993,247405
CO,08912,1994,254324
CO,08912,1995,259520
CO,08912,1996,264630
CO,08912,1997,270744
CO,08912,1998,277562
CO,08912,1999,285901
CO,08912,2000,292927
CO,08912,2001,298828
CO,08913,1990,440014
CO,08913,1991,447371
CO,08913,1992,457595
CO,08913,1993,472208
CO,08913,1994,483064
CO,08913,1995,492154
CO,08913,1996,499819
CO,08913,1997,507371
CO,08913,1998,513706
CO,08913,1999,523325
CO,08913,2000,528155
CO,08913,2001,531166
CO,08914,1990,132161
CO,08914,1991,134262
CO,08914,1992,137560
CO,08914,1993,142586
CO,08914,1994,147328
CO,08914,1995,152140
CO,08914,1996,156140
CO,08914,1997,161525
CO,08914,1998,166547
CO,08914,1999,174342
CO,08914,2000,183129
CO,08914,2001,193359
CT,09001,1990,828860
CT,09001,1991,833094
CT,09001,1992,834372
CT,09001,1993,838945
CT,09001,1994,842482
CT,09001,1995,848057
CT,09001,1996,854421
CT,09001,1997,861020
CT,09001,1998,868651
CT,09001,1999,877043
CT,09001,2000,884364
CT,09001,2001,889063
CT,09001,2002,892900
CT,09001,2003,896342
CT,09001,2004,897472
CT,09001,2005,897653
CT,09001,2006,896254
CT,09001,2007,897498
CT,09001,2008,903824
CT,09001,2009,910421
CT,09001,2010,919371
CT,09001,2011,928099
CT,09001,2012,935293
CT,09001,2013,940189
CT,09001,2014,944524
CT,09001,2015,945323
CT,09001,2016,945096
CT,09001,2017,944107
CT,09001,2018,945511
CT,09001,2019,944388
CT,09001,2020,942426
CT,09003,1990,852567
CT,09003,1991,854316
CT,09003,1992,851504
CT,09003,1993,851008
CT,09003,1994,849602
CT,09003,1995,846135
CT,09003,1996,846156
CT,09003,1997,846001
CT,09003,1998,849006
CT,09003,1999,853039
CT,09003,2000,858416
CT,09003,2001,862573
CT,09003,2002,867451
CT,09003,2003,873335
CT,09003,2004,874449
CT,09003,2005,878081
CT,09003,2006,881298
CT,09003,2007,884548
CT,09003,2008,887891
CT,09003,2009,891667
CT,09003,2010,895214
CT,09003,2011,896900
CT,09003,2012,897795
CT,09003,2013,897837
CT,09003,2014,897618
CT,09003,2015,896563
CT,09003,2016,894282
CT,09003,2017,893141
CT,09003,2018,892767
CT,09003,2019,891349
CT,09003,2020,889226
CT,09005,1990,174462
CT,09005,1991,175469
CT,09005,1992,176261
CT,09005,1993,177147
CT,09005,1994,177588
CT,09005,1995,178258
CT,09005,1996,179236
CT,09005,1997,179770
CT,09005,1998,180506
CT,09005,1999,181328
CT,09005,2000,182597
CT,09005,2001,184118
CT,09005,2002,185974
CT,09005,2003,187424
CT,09005,2004,188601
CT,09005,2005,188912
CT,09005,2006,189682
CT,09005,2007,189866
CT,09005,2008,190175
CT,09005,2009,190015
CT,09005,2010,189762
CT,09005,2011,188979
CT,09005,2012,187591
CT,09005,2013,186866
CT,09005,2014,185380
CT,09005,2015,184171
CT,09005,2016,182837
CT,09005,2017,181719
CT,09005,2018,181151
CT,09005,2019,180396
CT,09005,2020,179610
CT,09007,1990,143514
CT,09007,1991,144146
CT,09007,1992,144486
CT,09007,1993,145617
CT,09007,1994,146682
CT,09007,1995,148119
CT,09007,1996,148995
CT,09007,1997,150377
CT,09007,1998,151806
CT,09007,1999,153340
CT,09007,2000,155593
CT,09007,2001,157006
CT,09007,2002,159187
CT,09007,2003,160864
CT,09007,2004,161450
CT,09007,2005,162191
CT,09007,2006,163473
CT,09007,2007,164129
CT,09007,2008,164962
CT,09007,2009,165607
CT,09007,2010,165624
CT,09007,2011,166199
CT,09007,2012,165677
CT,09007,2013,165390
CT,09007,2014,164857
CT,09007,2015,163809
CT,09007,2016,163403
CT,09007,2017,163058
CT,09007,2018,163053
CT,09007,2019,162538
CT,09007,2020,161657
CT,09009,1990,805366
CT,09009,1991,807490
CT,09009,1992,808659
CT,09009,1993,808977
CT,09009,1994,809178
CT,09009,1995,809157
CT,09009,1996,811000
CT,09009,1997,813505
CT,09009,1998,817313
CT,09009,1999,820396
CT,09009,2000,824911
CT,09009,2001,829875
CT,09009,2002,835099
CT,09009,2003,841939
CT,09009,2004,844505
CT,09009,2005,847162
CT,09009,2006,850207
CT,09009,2007,853598
CT,09009,2008,856622
CT,09009,2009,860025
CT,09009,2010,863398
CT,09009,2011,863974
CT,09009,2012,864732
CT,09009,2013,863035
CT,09009,2014,863149
CT,09009,2015,860506
CT,09009,2016,858159
CT,09009,2017,857845
CT,09009,2018,856895
CT,09009,2019,853818
CT,09009,2020,851948
CT,09011,1990,255474
CT,09011,1991,255761
CT,09011,1992,252306
CT,09011,1993,253886
CT,09011,1994,255618
CT,09011,1995,257828
CT,09011,1996,258741
CT,09011,1997,258662
CT,09011,1998,256626
CT,09011,1999,257568
CT,09011,2000,259848
CT,09011,2001,261396
CT,09011,2002,264698
CT,09011,2003,266584
CT,09011,2004,268595
CT,09011,2005,269664
CT,09011,2006,270814
CT,09011,2007,270669
CT,09011,2008,272634
CT,09011,2009,273630
CT,09011,2010,274019
CT,09011,2011,273086
CT,09011,2012,274173
CT,09011,2013,273093
CT,09011,2014,271593
CT,09011,2015,269818
CT,09011,2016,268639
CT,09011,2017,267829
CT,09011,2018,267089
CT,09011,2019,265784
CT,09011,2020,264999
CT,09013,1990,128966
CT,09013,1991,129017
CT,09013,1992,129093
CT,09013,1993,129009
CT,09013,1994,129665
CT,09013,1995,130277
CT,09013,1996,131245
CT,09013,1997,132614
CT,09013,1998,133541
CT,09013,1999,134939
CT,09013,2000,136863
CT,09013,2001,138934
CT,09013,2002,142362
CT,09013,2003,145195
CT,09013,2004,146706
CT,09013,2005,147657
CT,09013,2006,148954
CT,09013,2007,149718
CT,09013,2008,151583
CT,09013,2009,152330
CT,09013,2010,153242
CT,09013,2011,153066
CT,09013,2012,152005
CT,09013,2013,151831
CT,09013,2014,151766
CT,09013,2015,151815
CT,09013,2016,151223
CT,09013,2017,151136
CT,09013,2018,150913
CT,09013,2019,150865
CT,09013,2020,150600
CT,09015,1990,102758
CT,09015,1991,103602
CT,09015,1992,104031
CT,09015,1993,104586
CT,09015,1994,105306
CT,09015,1995,106313
CT,09015,1996,106891
CT,09015,1997,107399
CT,09015,1998,107903
CT,09015,1999,108748
CT,09015,2000,109185
CT,09015,2001,109870
CT,09015,2002,111078
CT,09015,2003,112653
CT,09015,2004,114316
CT,09015,2005,115636
CT,09015,2006,116778
CT,09015,2007,117244
CT,09015,2008,117888
CT,09015,2009,118112
CT,09015,2010,118543
CT,09015,2011,118329
CT,09015,2012,117945
CT,09015,2013,117551
CT,09015,2014,116810
CT,09015,2015,116556
CT,09015,2016,116191
CT,09015,2017,116489
CT,09015,2018,117182
CT,09015,2019,116884
CT,09015,2020,116540
DC,11001,1990,605321
DC,11001,1991,600870
DC,11001,1992,597565
DC,11001,1993,595301
DC,11001,1994,589239
DC,11001,1995,580517
DC,11001,1996,572377
DC,11001,1997,567736
DC,11001,1998,565230
DC,11001,1999,570213
DC,11001,2000,572046
DC,11001,2001,574504
DC,11001,2002,573158
DC,11001,2003,568502
DC,11001,2004,567754
DC,11001,2005,567136
DC,11001,2006,570681
DC,11001,2007,574404
DC,11001,2008,580236
DC,11001,2009,592228
DC,11001,2010,605282
DC,11001,2011,620290
DC,11001,2012,635737
DC,11001,2013,651559
DC,11001,2014,663603
DC,11001,2015,677014
DC,11001,2016,687576
DC,11001,2017,697079
DC,11001,2018,704147
DC,11001,2019,708253
DC,11001,2020,712816
DE,10001,1990,111638
DE,10001,1991,114288
DE,10001,1992,115682
DE,10001,1993,117987
DE,10001,1994,119039
DE,10001,1995,120715
DE,10001,1996,121447
DE,10001,1997,122419
DE,10001,1998,124056
DE,10001,1999,125611
DE,10001,2000,127229
DE,10001,2001,129228
DE,10001,2002,131824
DE,10001,2003,134605
DE,10001,2004,139342
DE,10001,2005,144585
DE,10001,2006,149704
DE,10001,2007,153969
DE,10001,2008,157925
DE,10001,2009,160081
DE,10001,2010,162972
DE,10001,2011,165161
DE,10001,2012,167370
DE,10001,2013,169144
DE,10001,2014,171600
DE,10001,2015,173308
DE,10001,2016,174776
DE,10001,2017,176754
DE,10001,2018,178954
DE,10001,2019,181492
DE,10001,2020,183643
DE,10003,1990,443784
DE,10003,1991,450843
DE,10003,1992,457210
DE,10003,1993,462245
DE,10003,1994,468297
DE,10003,1995,474435
DE,10003,1996,479995
DE,10003,1997,485166
DE,10003,1998,490382
DE,10003,1999,496079
DE,10003,2000,501837
DE,10003,2001,506026
DE,10003,2002,510158
DE,10003,2003,514769
DE,10003,2004,518944
DE,10003,2005,523343
DE,10003,2006,527174
DE,10003,2007,530555
DE,10003,2008,533958
