State,FIPS,Year,Total_population
AK,02010,1990,12076
AK,02010,1991,11942
AK,02010,1992,11939
AK,02010,1993,12717
AK,02013,1994,2510
AK,02013,1995,2619
AK,02013,1996,2709
AK,02013,1997,2768
AK,02013,1998,2750
AK,02013,1999,2739
AK,02013,2000,2693
AK,02013,2001,2590
AK,02013,2002,2734
AK,02013,2003,2732
AK,02013,2004,2727
AK,02013,2005,2787
AK,02013,2006,2794
AK,02013,2007,3012
AK,02013,2008,2991
AK,02013,2009,3084
AK,02013,2010,3167
AK,02013,2011,3260
AK,02013,2012,3297
AK,02013,2013,3346
AK,02013,2014,3347
AK,02013,2015,3373
AK,02013,2016,3354
AK,02013,2017,3445
AK,02013,2018,3391
AK,02013,2019,3355
AK,02013,2020,3401
AK,02016,1994,7291
AK,02016,1995,5964
AK,02016,1996,5984
AK,02016,1997,5373
AK,02016,1998,5339
AK,02016,1999,5396
AK,02016,2000,5470
AK,02016,2001,5501
AK,02016,2002,5472
AK,02016,2003,5709
AK,02016,2004,5798
AK,02016,2005,5913
AK,02016,2006,5658
AK,02016,2007,5466
AK,02016,2008,5393
AK,02016,2009,5537
AK,02016,2010,5561
AK,02016,2011,5585
AK,02016,2012,5681
AK,02016,2013,5779
AK,02016,2014,5825
AK,02016,2015,5782
AK,02016,2016,5718
AK,02016,2017,5760
AK,02016,2018,5678
AK,02016,2019,5702
AK,02016,2020,5680
AK,02020,1990,227614
AK,02020,1991,235137
AK,02020,1992,245623
AK,02020,1993,250163
AK,02020,1994,252278
AK,02020,1995,251981
AK,02020,1996,250710
AK,02020,1997,252700
AK,02020,1998,257232
AK,02020,1999,259348
AK,02020,2000,260816
AK,02020,2001,264274
AK,02020,2002,268229
AK,02020,2003,270568
AK,02020,2004,274484
AK,02020,2005,276494
AK,02020,2006,280085
AK,02020,2007,278792
AK,02020,2008,281554
AK,02020,2009,287677
AK,02020,2010,293760
AK,02020,2011,296693
AK,02020,2012,298806
AK,02020,2013,301801
AK,02020,2014,300647
AK,02020,2015,298337
AK,02020,2016,298072
AK,02020,2017,295118
AK,02020,2018,291377
AK,02020,2019,288790
AK,02020,2020,287095
AK,02050,1990,13717
AK,02050,1991,13927
AK,02050,1992,14150
AK,02050,1993,14507
AK,02050,1994,14785
AK,02050,1995,15116
AK,02050,1996,15261
AK,02050,1997,15395
AK,02050,1998,15587
AK,02050,1999,15841
AK,02050,2000,16080
AK,02050,2001,16171
AK,02050,2002,16414
AK,02050,2003,16517
AK,02050,2004,16603
AK,02050,2005,16728
AK,02050,2006,16755
AK,02050,2007,16723
AK,02050,2008,16762
AK,02050,2009,16860
AK,02050,2010,17081
AK,02050,2011,17418
AK,02050,2012,17655
AK,02050,2013,17855
AK,02050,2014,17960
AK,02050,2015,17970
AK,02050,2016,18018
AK,02050,2017,18102
AK,02050,2018,18267
AK,02050,2019,18493
AK,02050,2020,18437
AK,02060,1990,1388
AK,02060,1991,1430
AK,02060,1992,1547
AK,02060,1993,1676
AK,02060,1994,1236
AK,02060,1995,1144
AK,02060,1996,1225
AK,02060,1997,1303
AK,02060,1998,1325
AK,02060,1999,1313
AK,02060,2000,1232
AK,02060,2001,1196
AK,02060,2002,1166
AK,02060,2003,1140
AK,02060,2004,1144
AK,02060,2005,1171
AK,02060,2006,1111
AK,02060,2007,1076
AK,02060,2008,1040
AK,02060,2009,976
AK,02060,2010,1002
AK,02060,2011,1029
AK,02060,2012,980
AK,02060,2013,952
AK,02060,2014,949
AK,02060,2015,906
AK,02060,2016,906
AK,02060,2017,869
AK,02060,2018,881
AK,02060,2019,840
AK,02060,2020,788
AK,02068,1990,1725
AK,02068,1991,1835
AK,02068,1992,1920
AK,02068,1993,1846
AK,02068,1994,1948
AK,02068,1995,1940
AK,02068,1996,2046
AK,02068,1997,2013
AK,02068,1998,1987
AK,02068,1999,1911
AK,02068,2000,1890
AK,02068,2001,1850
AK,02068,2002,1862
AK,02068,2003,1825
AK,02068,2004,1877
AK,02068,2005,1834
AK,02068,2006,1837
AK,02068,2007,1803
AK,02068,2008,1803
AK,02068,2009,1817
AK,02068,2010,1839
AK,02068,2011,1878
AK,02068,2012,1915
AK,02068,2013,1948
AK,02068,2014,1922
AK,02068,2015,1940
AK,02068,2016,2068
AK,02068,2017,2103
AK,02068,2018,2047
AK,02068,2019,2125
AK,02068,2020,2081
AK,02070,1994,4536
AK,02070,1995,4540
AK,02070,1996,4623
AK,02070,1997,4678
AK,02070,1998,4749
AK,02070,1999,4872
AK,02070,2000,4916
AK,02070,2001,4840
AK,02070,2002,4900
AK,02070,2003,4828
AK,02070,2004,4850
AK,02070,2005,4841
AK,02070,2006,4833
AK,02070,2007,4832
AK,02070,2008,4769
AK,02070,2009,4776
AK,02070,2010,4850
AK,02070,2011,4947
AK,02070,2012,4948
AK,02070,2013,4976
AK,02070,2014,4981
AK,02070,2015,4987
AK,02070,2016,4968
AK,02070,2017,4934
AK,02070,2018,5003
AK,02070,2019,4932
AK,02070,2020,4833
AK,02090,1990,78067
AK,02090,1991,80479
AK,02090,1992,82506
AK,02090,1993,82979
AK,02090,1994,83512
AK,02090,1995,81941
AK,02090,1996,82880
AK,02090,1997,82483
AK,02090,1998,83299
AK,02090,1999,83390
AK,02090,2000,83005
AK,02090,2001,84814
AK,02090,2002,86095
AK,02090,2003,86885
AK,02090,2004,89043
AK,02090,2005,90431
AK,02090,2006,90545
AK,02090,2007,93545
AK,02090,2008,94552
AK,02090,2009,95238
AK,02090,2010,98272
AK,02090,2011,98151
AK,02090,2012,100388
AK,02090,2013,101046
AK,02090,2014,99404
AK,02090,2015,99812
AK,02090,2016,100877
AK,02090,2017,99911
AK,02090,2018,98749
AK,02090,2019,97088
AK,02090,2020,95651
AK,02100,1990,2117
AK,02100,1991,2241
AK,02100,1992,2180
AK,02100,1993,2212
AK,02100,1994,2315
AK,02100,1995,2307
AK,02100,1996,2312
AK,02100,1997,2358
AK,02100,1998,2374
AK,02100,1999,2354
AK,02100,2000,2399
AK,02100,2001,2334
AK,02100,2002,2325
AK,02100,2003,2337
AK,02100,2004,2281
AK,02100,2005,2280
AK,02100,2006,2300
AK,02100,2007,2379
AK,02100,2008,2404
AK,02100,2009,2486
AK,02100,2010,2501
AK,02100,2011,2575
AK,02100,2012,2580
AK,02100,2013,2561
AK,02100,2014,2558
AK,02100,2015,2519
AK,02100,2016,2531
AK,02100,2017,2526
AK,02100,2018,2502
AK,02100,2019,2561
AK,02100,2020,2614
AK,02105,2014,2091
AK,02105,2015,2126
AK,02105,2016,2115
AK,02105,2017,2135
AK,02105,2018,2139
AK,02105,2019,2144
AK,02105,2020,2141
AK,02110,1990,27046
AK,02110,1991,27950
AK,02110,1992,28447
AK,02110,1993,28827
AK,02110,1994,28932
AK,02110,1995,29479
AK,02110,1996,30250
AK,02110,1997,30687
AK,02110,1998,30592
AK,02110,1999,30724
AK,02110,2000,30668
AK,02110,2001,30502
AK,02110,2002,30712
AK,02110,2003,30993
AK,02110,2004,31103
AK,02110,2005,31003
AK,02110,2006,30808
AK,02110,2007,30682
AK,02110,2008,31110
AK,02110,2009,30857
AK,02110,2010,31387
AK,02110,2011,32165
AK,02110,2012,32391
AK,02110,2013,32605
AK,02110,2014,32501
AK,02110,2015,32644
AK,02110,2016,32456
AK,02110,2017,32106
AK,02110,2018,32044
AK,02110,2019,32038
AK,02110,2020,31849
AK,02122,1990,41125
AK,02122,1991,42649
AK,02122,1992,43496
AK,02122,1993,44201
AK,02122,1994,45588
AK,02122,1995,46719
AK,02122,1996,47859
AK,02122,1997,48544
AK,02122,1998,49195
AK,02122,1999,49729
AK,02122,2000,49618
AK,02122,2001,49986
AK,02122,2002,50804
AK,02122,2003,50963
AK,02122,2004,51404
AK,02122,2005,51590
AK,02122,2006,52253
AK,02122,2007,53272
AK,02122,2008,53655
AK,02122,2009,54796
AK,02122,2010,55554
AK,02122,2011,56311
AK,02122,2012,56920
AK,02122,2013,57039
AK,02122,2014,57594
AK,02122,2015,58075
AK,02122,2016,58515
AK,02122,2017,58594
AK,02122,2018,58609
AK,02122,2019,58914
AK,02122,2020,59414
AK,02130,1990,13956
AK,02130,1991,14134
AK,02130,1992,14513
AK,02130,1993,14576
AK,02130,1994,14688
AK,02130,1995,14781
AK,02130,1996,14953
AK,02130,1997,14767
AK,02130,1998,14372
AK,02130,1999,14302
AK,02130,2000,13991
AK,02130,2001,13803
AK,02130,2002,13627
AK,02130,2003,13353
AK,02130,2004,13245
AK,02130,2005,13338
AK,02130,2006,13514
AK,02130,2007,13370
AK,02130,2008,13352
AK,02130,2009,13320
AK,02130,2010,13603
AK,02130,2011,13792
AK,02130,2012,13846
AK,02130,2013,13928
AK,02130,2014,13826
AK,02130,2015,13737
AK,02130,2016,13760
AK,02130,2017,13874
AK,02130,2018,13881
AK,02130,2019,13905
AK,02130,2020,13747
AK,02150,1990,13381
AK,02150,1991,13841
AK,02150,1992,13984
AK,02150,1993,14198
AK,02150,1994,14639
AK,02150,1995,14481
AK,02150,1996,14426
AK,02150,1997,14172
AK,02150,1998,13850
AK,02150,1999,13760
AK,02150,2000,13983
AK,02150,2001,13748
AK,02150,2002,13651
AK,02150,2003,13239
AK,02150,2004,13206
AK,02150,2005,13105
AK,02150,2006,13184
AK,02150,2007,13159
AK,02150,2008,13262
AK,02150,2009,13505
AK,02150,2010,13653
AK,02150,2011,13807
AK,02150,2012,14037
AK,02150,2013,14091
AK,02150,2014,13899
AK,02150,2015,13760
AK,02150,2016,13722
AK,02150,2017,13605
AK,02150,2018,13389
AK,02150,2019,13209
AK,02150,2020,12992
AK,02164,1994,1803
AK,02164,1995,1832
AK,02164,1996,1818
AK,02164,1997,1812
AK,02164,1998,1837
AK,02164,1999,1847
AK,02164,2000,1814
AK,02164,2001,1715
AK,02164,2002,1621
AK,02164,2003,1626
AK,02164,2004,1644
AK,02164,2005,1639
AK,02164,2006,1624
AK,02164,2007,1629
AK,02164,2008,1606
AK,02164,2009,1612
AK,02164,2010,1641
AK,02164,2011,1652
AK,02164,2012,1651
AK,02164,2013,1670
AK,02164,2014,1648
AK,02164,2015,1597
AK,02164,2016,1595
AK,02164,2017,1606
AK,02164,2018,1586
AK,02164,2019,1583
AK,02164,2020,1493
AK,02170,1990,40148
AK,02170,1991,42270
AK,02170,1992,44684
AK,02170,1993,46351
AK,02170,1994,47910
AK,02170,1995,49897
AK,02170,1996,51896
AK,02170,1997,53780
AK,02170,1998,55663
AK,02170,1999,57824
AK,02170,2000,59802
AK,02170,2001,61807
AK,02170,2002,64353
AK,02170,2003,67162
AK,02170,2004,70761
AK,02170,2005,74409
AK,02170,2006,78633
AK,02170,2007,81402
AK,02170,2008,84079
AK,02170,2009,86885
AK,02170,2010,89731
AK,02170,2011,91741
AK,02170,2012,93718
AK,02170,2013,95940
AK,02170,2014,98185
AK,02170,2015,101162
AK,02170,2016,104258
AK,02170,2017,106426
AK,02170,2018,107325
AK,02170,2019,108578
AK,02170,2020,110213
AK,02180,1990,8315
AK,02180,1991,8407
AK,02180,1992,8628
AK,02180,1993,8732
AK,02180,1994,8850
AK,02180,1995,8922
AK,02180,1996,9037
AK,02180,1997,9143
AK,02180,1998,9245
AK,02180,1999,9204
AK,02180,2000,9152
AK,02180,2001,9167
AK,02180,2002,9161
AK,02180,2003,9210
AK,02180,2004,9351
AK,02180,2005,9338
AK,02180,2006,9235
AK,02180,2007,9246
AK,02180,2008,9231
AK,02180,2009,9313
AK,02180,2010,9543
AK,02180,2011,9775
AK,02180,2012,9825
AK,02180,2013,9851
AK,02180,2014,9812
AK,02180,2015,9901
AK,02180,2016,9983
AK,02180,2017,10038
AK,02180,2018,10073
AK,02180,2019,10040
AK,02180,2020,9909
AK,02185,1990,6048
AK,02185,1991,6235
AK,02185,1992,6584
AK,02185,1993,6739
AK,02185,1994,6876
AK,02185,1995,7108
AK,02185,1996,7247
AK,02185,1997,7404
AK,02185,1998,7239
AK,02185,1999,7384
AK,02185,2000,7420
AK,02185,2001,7530
AK,02185,2002,7728
AK,02185,2003,7968
AK,02185,2004,8046
AK,02185,2005,8190
AK,02185,2006,8315
AK,02185,2007,8519
AK,02185,2008,8841
AK,02185,2009,9105
AK,02185,2010,9067
AK,02185,2011,9145
AK,02185,2012,9287
AK,02185,2013,9383
AK,02185,2014,9370
AK,02185,2015,9382
AK,02185,2016,9292
AK,02185,2017,9401
AK,02185,2018,9455
AK,02185,2019,9433
AK,02185,2020,9294
AK,02188,1990,6147
AK,02188,1991,6242
AK,02188,1992,6419
AK,02188,1993,6564
AK,02188,1994,6664
AK,02188,1995,6692
AK,02188,1996,6759
AK,02188,1997,6943
AK,02188,1998,7087
AK,02188,1999,7113
AK,02188,2000,7226
AK,02188,2001,7251
AK,02188,2002,7252
AK,02188,2003,7310
AK,02188,2004,7397
AK,02188,2005,7416
AK,02188,2006,7467
AK,02188,2007,7440
AK,02188,2008,7466
AK,02188,2009,7467
AK,02188,2010,7562
AK,02188,2011,7711
AK,02188,2012,7715
AK,02188,2013,7735
AK,02188,2014,7785
AK,02188,2015,7787
AK,02188,2016,7709
AK,02188,2017,7805
AK,02188,2018,7715
AK,02188,2019,7673
AK,02188,2020,7644
AK,02195,2014,3256
AK,02195,2015,3251
AK,02195,2016,3262
AK,02195,2017,3284
AK,02195,2018,3256
AK,02195,2019,3294
AK,02195,2020,3296
AK,02198,2014,6461
AK,02198,2015,6508
AK,02198,2016,6521
AK,02198,2017,6441
AK,02198,2018,6372
AK,02198,2019,6211
AK,02198,2020,6147
AK,02201,1990,6280
AK,02201,1991,6372
AK,02201,1992,6302
AK,02201,1993,6529
AK,02201,1994,6556
AK,02201,1995,6639
AK,02201,1996,6652
AK,02201,1997,6584
AK,02201,1998,6417
AK,02201,1999,6210
AK,02201,2000,6139
AK,02201,2001,5939
AK,02201,2002,5741
AK,02201,2003,5725
AK,02201,2004,5717
AK,02201,2005,5607
AK,02201,2006,5689
AK,02201,2007,5601
AK,02201,2008,5615
AK,02201,2009,5598
AK,02201,2010,5729
AK,02201,2011,5789
AK,02201,2012,5820
AK,02201,2013,5826
AK,02220,1990,8653
AK,02220,1991,8874
AK,02220,1992,9029
AK,02220,1993,9275
AK,02220,1994,9073
AK,02220,1995,8947
AK,02220,1996,8837
AK,02220,1997,8927
AK,02220,1998,8807
AK,02220,1999,8805
AK,02220,2000,8845
AK,02220,2001,8727
AK,02220,2002,8874
AK,02220,2003,8881
AK,02220,2004,8890
AK,02220,2005,8994
AK,02220,2006,9046
AK,02220,2007,8851
AK,02220,2008,8835
AK,02220,2009,8844
AK,02220,2010,8880
AK,02220,2011,8888
AK,02220,2012,9022
AK,02220,2013,8980
AK,02220,2014,8845
AK,02220,2015,8789
AK,02220,2016,8744
AK,02220,2017,8640
AK,02220,2018,8555
AK,02220,2019,8501
AK,02220,2020,8405
AK,02230,2014,1054
AK,02230,2015,1090
AK,02230,2016,1132
AK,02230,2017,1173
AK,02230,2018,1172
AK,02230,2019,1193
AK,02230,2020,1179
AK,02231,1990,4418
AK,02231,1991,4537
AK,02231,1992,4570
AK,02231,1993,4622
AK,02232,1994,3831
AK,02232,1995,3800
AK,02232,1996,3778
AK,02232,1997,3709
AK,02232,1998,3573
AK,02232,1999,3453
AK,02232,2000,3430
AK,02232,2001,3406
AK,02232,2002,3344
AK,02232,2003,3273
AK,02232,2004,3265
AK,02232,2005,3265
AK,02232,2006,3217
AK,02232,2007,3197
AK,02232,2008,3192
AK,02232,2009,3119
AK,02232,2010,3068
AK,02232,2011,3040
AK,02232,2012,3105
AK,02232,2013,3134
AK,02240,1990,5765
AK,02240,1991,5882
AK,02240,1992,5968
AK,02240,1993,6113
AK,02240,1994,6272
AK,02240,1995,6345
AK,02240,1996,6155
AK,02240,1997,6126
AK,02240,1998,6281
AK,02240,1999,6169
AK,02240,2000,6177
AK,02240,2001,5705
AK,02240,2002,5672
AK,02240,2003,5772
AK,02240,2004,6022
AK,02240,2005,6530
AK,02240,2006,6817
AK,02240,2007,6945
AK,02240,2008,6904
AK,02240,2009,6955
AK,02240,2010,7064
AK,02240,2011,7155
AK,02240,2012,7180
AK,02240,2013,6996
AK,02240,2014,6937
AK,02240,2015,6827
AK,02240,2016,6853
AK,02240,2017,6918
AK,02240,2018,6946
AK,02240,2019,6879
AK,02240,2020,6957
AK,02261,1990,10024
AK,02261,1991,10105
AK,02261,1992,10057
AK,02261,1993,10166
AK,02261,1994,10218
AK,02261,1995,10287
AK,02261,1996,10199
AK,02261,1997,10258
AK,02261,1998,10138
AK,02261,1999,10077
AK,02261,2000,10210
AK,02261,2001,10114
AK,02261,2002,10061
AK,02261,2003,9996
AK,02261,2004,9990
AK,02261,2005,9914
AK,02261,2006,9828
AK,02261,2007,9572
AK,02261,2008,9458
AK,02261,2009,9492
AK,02261,2010,9674
AK,02261,2011,9770
AK,02261,2012,9764
AK,02261,2013,9823
AK,02261,2014,9559
AK,02261,2015,9417
AK,02261,2016,9440
AK,02261,2017,9396
AK,02261,2018,9367
AK,02261,2019,9395
AK,02261,2020,9346
AK,02270,1990,5816
AK,02270,1991,5959
AK,02270,1992,6121
AK,02270,1993,6317
AK,02270,1994,6450
AK,02270,1995,6496
AK,02270,1996,6602
AK,02270,1997,6742
AK,02270,1998,6808
AK,02270,1999,6929
AK,02270,2000,7033
AK,02270,2001,7051
AK,02270,2002,7103
AK,02270,2003,7201
AK,02270,2004,7330
AK,02270,2005,7313
AK,02270,2006,7292
AK,02270,2007,7372
AK,02270,2008,7392
AK,02270,2009,7469
AK,02270,2010,7469
AK,02270,2011,7656
AK,02270,2012,7800
AK,02270,2013,7980
AK,02270,2014,8107
AK,02270,2015,8201
AK,02270,2016,8180
AK,02270,2017,8247
AK,02270,2018,8349
AK,02270,2019,8384
AK,02270,2020,8328
AK,02275,2014,2441
AK,02275,2015,2452
AK,02275,2016,2493
AK,02275,2017,2516
AK,02275,2018,2521
AK,02275,2019,2513
AK,02275,2020,2510
AK,02280,1990,7036
AK,02280,1991,7034
AK,02280,1992,6999
AK,02280,1993,7092
AK,02280,1994,7096
AK,02280,1995,6958
AK,02280,1996,6845
AK,02280,1997,6814
AK,02280,1998,6719
AK,02280,1999,6681
AK,02280,2000,6669
AK,02280,2001,6565
AK,02280,2002,6400
AK,02280,2003,6276
AK,02280,2004,6243
AK,02280,2005,6151
AK,02280,2006,6058
AK,02280,2007,6047
AK,02280,2008,5977
AK,02280,2009,5947
AK,02280,2010,6055
AK,02280,2011,6134
AK,02280,2012,6198
AK,02280,2013,6175
AK,02282,1994,805
AK,02282,1995,870
AK,02282,1996,932
AK,02282,1997,926
AK,02282,1998,849
AK,02282,1999,843
AK,02282,2000,796
AK,02282,2001,764
AK,02282,2002,702
AK,02282,2003,673
AK,02282,2004,647
AK,02282,2005,665
AK,02282,2006,642
AK,02282,2007,656
AK,02282,2008,627
AK,02282,2009,665
AK,02282,2010,662
AK,02282,2011,657
AK,02282,2012,665
AK,02282,2013,652
AK,02282,2014,655
AK,02282,2015,637
AK,02282,2016,615
AK,02282,2017,610
AK,02282,2018,600
AK,02282,2019,576
AK,02282,2020,637
AK,02290,1990,6723
AK,02290,1991,6862
AK,02290,1992,6986
AK,02290,1993,6841
AK,02290,1994,6646
AK,02290,1995,6607
AK,02290,1996,6574
AK,02290,1997,6559
AK,02290,1998,6618
AK,02290,1999,6561
AK,02290,2000,6489
AK,02290,2001,6364
AK,02290,2002,6334
AK,02290,2003,6252
AK,02290,2004,6218
AK,02290,2005,6000
AK,02290,2006,5762
AK,02290,2007,5712
AK,02290,2008,5585
AK,02290,2009,5495
AK,02290,2010,5607
AK,02290,2011,5625
AK,02290,2012,5616
AK,02290,2013,5554
AK,02290,2014,5456
AK,02290,2015,5461
AK,02290,2016,5418
AK,02290,2017,5400
AK,02290,2018,5375
AK,02290,2019,5254
AK,02290,2020,5077
AK,02910,1990,5705
AK,02910,1991,5849
AK,02910,1992,6084
AK,02910,1993,6189
AL,01001,1990,34353
AL,01001,1991,35010
AL,01001,1992,35985
AL,01001,1993,36953
AL,01001,1994,38186
AL,01001,1995,39112
AL,01001,1996,40207
AL,01001,1997,41238
AL,01001,1998,42106
AL,01001,1999,42963
AL,01001,2000,44021
AL,01001,2001,44889
AL,01001,2002,45909
AL,01001,2003,46800
AL,01001,2004,48366
AL,01001,2005,49676
AL,01001,2006,51328
AL,01001,2007,52405
AL,01001,2008,53277
AL,01001,2009,54135
AL,01001,2010,54761
AL,01001,2011,55229
AL,01001,2012,54970
AL,01001,2013,54747
AL,01001,2014,54922
AL,01001,2015,54903
AL,01001,2016,55302
AL,01001,2017,55448
AL,01001,2018,55533
AL,01001,2019,55769
AL,01001,2020,56145
AL,01003,1990,98955
AL,01003,1991,102420
AL,01003,1992,106595
AL,01003,1993,111416
AL,01003,1994,116565
AL,01003,1995,120896
AL,01003,1996,125412
AL,01003,1997,130164
AL,01003,1998,134444
AL,01003,1999,137555
AL,01003,2000,141342
AL,01003,2001,144875
AL,01003,2002,147957
AL,01003,2003,151509
AL,01003,2004,156266
AL,01003,2005,160970
AL,01003,2006,168121
AL,01003,2007,172404
AL,01003,2008,175827
AL,01003,2009,179406
AL,01003,2010,183121
AL,01003,2011,186579
AL,01003,2012,190203
AL,01003,2013,194978
AL,01003,2014,199306
AL,01003,2015,203101
AL,01003,2016,207787
AL,01003,2017,212737
AL,01003,2018,218071
AL,01003,2019,223565
AL,01003,2020,229287
AL,01005,1990,25505
AL,01005,1991,26506
AL,01005,1992,26941
AL,01005,1993,27371
AL,01005,1994,27751
AL,01005,1995,27854
AL,01005,1996,28298
AL,01005,1997,28415
AL,01005,1998,28841
AL,01005,1999,28866
AL,01005,2000,29015
AL,01005,2001,28863
AL,01005,2002,28653
AL,01005,2003,28594
AL,01005,2004,28287
AL,01005,2005,28027
AL,01005,2006,27861
AL,01005,2007,27757
AL,01005,2008,27808
AL,01005,2009,27657
AL,01005,2010,27325
AL,01005,2011,27344
AL,01005,2012,27172
AL,01005,2013,26946
AL,01005,2014,26768
AL,01005,2015,26300
AL,01005,2016,25828
AL,01005,2017,25169
AL,01005,2018,24887
AL,01005,2019,24657
AL,01005,2020,24589
AL,01007,1990,16697
AL,01007,1991,17071
AL,01007,1992,17403
AL,01007,1993,17757
AL,01007,1994,18053
AL,01007,1995,18507
AL,01007,1996,18885
AL,01007,1997,19388
AL,01007,1998,19851
AL,01007,1999,20560
AL,01007,2000,19913
AL,01007,2001,21028
AL,01007,2002,21199
AL,01007,2003,21399
AL,01007,2004,21721
AL,01007,2005,22042
AL,01007,2006,22099
AL,01007,2007,22438
AL,01007,2008,22705
AL,01007,2009,22941
AL,01007,2010,22858
AL,01007,2011,22736
AL,01007,2012,22657
AL,01007,2013,22510
AL,01007,2014,22541
AL,01007,2015,22553
AL,01007,2016,22590
AL,01007,2017,22532
AL,01007,2018,22300
AL,01007,2019,22313
AL,01007,2020,22136
AL,01009,1990,39473
AL,01009,1991,40190
AL,01009,1992,40822
AL,01009,1993,41866
AL,01009,1994,42520
AL,01009,1995,44060
AL,01009,1996,45344
AL,01009,1997,47055
AL,01009,1998,48824
AL,01009,1999,50237
AL,01009,2000,51107
AL,01009,2001,51845
AL,01009,2002,52551
AL,01009,2003,53457
AL,01009,2004,54124
AL,01009,2005,54624
AL,01009,2006,55485
AL,01009,2007,56240
AL,01009,2008,57055
AL,01009,2009,57341
AL,01009,2010,57372
AL,01009,2011,57561
AL,01009,2012,57585
AL,01009,2013,57630
AL,01009,2014,57536
AL,01009,2015,57535
AL,01009,2016,57487
AL,01009,2017,57801
AL,01009,2018,57770
AL,01009,2019,57840
AL,01009,2020,57879
AL,01011,1990,11032
AL,01011,1991,11188
AL,01011,1992,11125
AL,01011,1993,11219
AL,01011,1994,11370
AL,01011,1995,11431
AL,01011,1996,11574
AL,01011,1997,11624
AL,01011,1998,11655
AL,01011,1999,11755
AL,01011,2000,11581
AL,01011,2001,11358
AL,01011,2002,11256
AL,01011,2003,11316
AL,01011,2004,11056
AL,01011,2005,11011
AL,01011,2006,10776
AL,01011,2007,11011
AL,01011,2008,10953
AL,01011,2009,10987
AL,01011,2010,10876
AL,01011,2011,10680
AL,01011,2012,10610
AL,01011,2013,10557
AL,01011,2014,10668
AL,01011,2015,10404
AL,01011,2016,10397
AL,01011,2017,10181
AL,01011,2018,10165
AL,01011,2019,10144
AL,01011,2020,9976
AL,01013,1990,21886
AL,01013,1991,21755
AL,01013,1992,21794
AL,01013,1993,21813
AL,01013,1994,21851
AL,01013,1995,21824
AL,01013,1996,21863
AL,01013,1997,21840
AL,01013,1998,21718
AL,01013,1999,21605
AL,01013,2000,21325
AL,01013,2001,21139
AL,01013,2002,20803
AL,01013,2003,20833
AL,01013,2004,20870
AL,01013,2005,20830
AL,01013,2006,20815
AL,01013,2007,20894
AL,01013,2008,20949
AL,01013,2009,20867
AL,01013,2010,20933
AL,01013,2011,20867
AL,01013,2012,20672
AL,01013,2013,20359
AL,01013,2014,20332
AL,01013,2015,20168
AL,01013,2016,20040
AL,01013,2017,19911
AL,01013,2018,19675
AL,01013,2019,19501
AL,01013,2020,19504
AL,01015,1990,116118
AL,01015,1991,115247
AL,01015,1992,115804
AL,01015,1993,116324
AL,01015,1994,116161
AL,01015,1995,116790
AL,01015,1996,116684
AL,01015,1997,117254
AL,01015,1998,117179
AL,01015,1999,114910
AL,01015,2000,111081
AL,01015,2001,111266
AL,01015,2002,111625
AL,01015,2003,112705
AL,01015,2004,113462
AL,01015,2005,114477
AL,01015,2006,115388
AL,01015,2007,116211
AL,01015,2008,117274
AL,01015,2009,118363
AL,01015,2010,118420
AL,01015,2011,117767
AL,01015,2012,117227
AL,01015,2013,116528
AL,01015,2014,115991
AL,01015,2015,115550
AL,01015,2016,115036
AL,01015,2017,114746
AL,01015,2018,114298
AL,01015,2019,114070
AL,01015,2020,113469
AL,01017,1990,36884
AL,01017,1991,36913
AL,01017,1992,37045
AL,01017,1993,37026
AL,01017,1994,37066
AL,01017,1995,37179
AL,01017,1996,36907
AL,01017,1997,36698
AL,01017,1998,36808
AL,01017,1999,36527
AL,01017,2000,36571
AL,01017,2001,36274
AL,01017,2002,35965
AL,01017,2003,35680
AL,01017,2004,35463
AL,01017,2005,35279
AL,01017,2006,34945
AL,01017,2007,34847
AL,01017,2008,34563
AL,01017,2009,34384
AL,01017,2010,34105
AL,01017,2011,34016
AL,01017,2012,34088
AL,01017,2013,34125
AL,01017,2014,33964
AL,01017,2015,33991
AL,01017,2016,33742
AL,01017,2017,33716
AL,01017,2018,33570
AL,01017,2019,33244
AL,01017,2020,32865
AL,01019,1990,19643
AL,01019,1991,19876
AL,01019,1992,20181
AL,01019,1993,20712
AL,01019,1994,21214
AL,01019,1995,21871
AL,01019,1996,22387
AL,01019,1997,22911
AL,01019,1998,23351
AL,01019,1999,23605
AL,01019,2000,24006
AL,01019,2001,24182
AL,01019,2002,24403
AL,01019,2003,24591
AL,01019,2004,24887
AL,01019,2005,25031
AL,01019,2006,25466
AL,01019,2007,25553
AL,01019,2008,25636
AL,01019,2009,25854
AL,01019,2010,25968
AL,01019,2011,25993
AL,01019,2012,25961
AL,01019,2013,26022
AL,01019,2014,25900
AL,01019,2015,25739
AL,01019,2016,25769
AL,01019,2017,25822
AL,01019,2018,26035
AL,01019,2019,26254
AL,01019,2020,26294
AL,01021,1990,32550
AL,01021,1991,33200
AL,01021,1992,33503
AL,01021,1993,34072
AL,01021,1994,34739
AL,01021,1995,35537
AL,01021,1996,36467
AL,01021,1997,37302
AL,01021,1998,38069
AL,01021,1999,38862
AL,01021,2000,39897
AL,01021,2001,40197
AL,01021,2002,40683
AL,01021,2003,41079
AL,01021,2004,41534
AL,01021,2005,41946
AL,01021,2006,42318
AL,01021,2007,42881
AL,01021,2008,43239
